4	2	-0.6047
2	2	-0.6047
4	2	-0.6333
2	2	-0.6333
5	2	-1.0177
2	2	-1.0177
5	2	-0.9004
2	2	-0.9004
5	2	-0.6476
2	2	-0.6476
2	2	-0.4115
2	2	-0.1388
2	5	-0.8175
2	2	-0.8175
5	5	-0.4559
5	2	-0.4559
2	5	-0.4559
2	2	-0.4559
5	2	-1.3545
2	2	-1.3545
5	2	-0.8174
2	2	-0.8174
5	2	-0.4534
2	2	-0.4534
5	2	0.7978
5	221	0.7978
2	2	0.7978
2	221	0.7978
5	5	-0.7006
5	2	-0.7006
2	5	-0.7006
2	2	-0.7006
5	199	-0.8507
2	199	-0.8507
5	2	-0.5153
2	2	-0.5153
5	163	-0.9448
2	163	-0.9448
5	5	-1.2487
5	2	-1.2487
2	5	-1.2487
2	2	-1.2487
5	2	-0.8809
2	2	-0.8809
2	5	-0.7893
2	2	-0.7893
2	2	-0.9781
2	2	-1.3169
2	8	-1.3169
2	2	-1.3169
6	174	-1.0552
5	87	-1.4221
2	2	-0.8640
2	221	-0.8640
2	2	-0.8640
2	2	-0.9641
2	2	-1.2069
2	2	-1.0533
2	8	-0.9561
2	2	-1.0351
2	2	-1.0316
2	2	-0.9785
2	2	-1.1989
2	2	-1.0330
2	2	-1.0330
2	5	-0.9339
2	2	-0.9339
2	174	-1.0559
2	2	0.6034
10	175	-1.0450
12	123	-0.5780
12	54	-1.1018
12	12	-0.8958
15	15	0.8876
15	15	-0.5645
15	15	-1.0690
15	112	-1.1282
15	15	-0.7227
15	15	-0.8066
15	112	-0.7694
15	15	-0.7043
15	15	-0.8115
15	15	-0.8108
15	112	-0.9834
15	15	-0.6761
15	112	-0.7556
15	15	-0.1430
15	15	-0.7242
15	15	-0.7447
15	15	-1.3185
15	15	-0.5890
15	15	0.4526
15	112	0.4526
15	15	-0.2381
15	15	1.1023
15	15	-1.7761
15	15	-1.1592
15	112	-0.8106
15	112	-0.9051
15	112	-1.0283
15	15	1.1804
15	15	-1.0517
15	15	-0.3829
15	15	-1.1592
15	15	0.5904
15	30	1.2527
15	112	-0.4807
15	15	-1.2163
15	15	-0.7968
15	112	-0.8806
15	15	-1.2672
15	112	-0.9056
15	15	-0.4945
15	15	-0.6339
15	15	-0.8301
15	15	-0.4277
15	112	-1.1887
15	112	-0.8993
15	15	-0.8771
15	15	-0.6309
15	15	-1.0645
15	112	-1.0865
15	15	-1.0238
15	15	0.8791
15	15	-0.8928
15	15	-0.8638
15	112	-0.1728
15	15	-0.2878
15	15	-0.7867
15	15	-0.8719
15	112	-0.8852
15	15	-0.0604
15	15	-0.8083
15	15	0.4056
14	31	-0.6358
14	32	-1.0059
14	99	-1.0517
14	14	-0.8300
14	14	-0.9094
14	44	-0.9611
14	14	-0.9528
14	38	-1.0762
14	14	-1.0048
14	34	0.3648
14	32	-0.9162
14	14	-0.8356
14	14	-1.4078
14	14	-0.4479
14	14	-0.7846
14	14	-0.9946
14	53	-0.3504
14	53	-0.9540
14	34	-1.2039
14	34	-1.2039
14	16	-0.3163
14	14	-0.8942
14	14	-0.9194
14	14	-1.1475
14	14	-0.6483
14	14	-0.7735
14	16	-0.9822
14	14	-1.0198
14	14	-1.0382
14	14	-0.9335
14	14	-1.0198
14	14	-0.9723
14	11	-0.8747
14	47	-0.9898
14	30	-0.8769
14	14	-1.2886
14	153	-0.8918
14	153	-0.8769
14	14	-0.9089
14	14	-0.5698
14	213	-0.5005
14	14	-0.8278
14	14	0.9179
14	14	-0.6596
14	14	-0.9716
14	14	-0.8216
14	14	-0.7039
14	145	-1.1066
14	14	-1.2381
14	53	-1.0258
14	145	-1.6482
14	228	-1.1548
14	50	-1.3357
14	14	-0.3501
14	139	-0.8187
14	140	-0.8187
14	141	-0.8187
14	14	-0.9886
14	14	-0.5510
14	181	-0.8187
14	12	-1.0271
14	14	-1.1565
14	14	-1.1013
14	14	-0.9537
14	14	-1.1013
14	145	-0.9372
14	34	-0.7368
14	19	-1.2139
14	19	-0.7794
14	14	-1.3834
14	34	-0.7368
14	14	-1.2139
14	19	-0.6740
14	14	-1.0262
14	14	-0.3713
14	52	-1.1464
14	19	-0.5392
14	99	-1.0043
14	124	-1.4184
14	12	-1.4184
14	32	-1.4184
14	34	-0.8904
14	145	-1.4184
14	14	-0.8383
16	16	-0.8157
16	16	-1.0756
17	16	-0.8535
16	16	-1.0064
16	17	-1.0064
16	16	-1.0064
16	16	-0.4256
16	16	-0.6818
16	16	-0.4256
16	16	-0.7926
16	16	-0.7926
16	16	-0.7926
18	18	-0.9774
18	18	-0.7013
18	18	-0.8777
18	18	-0.8777
18	18	-0.8102
18	18	-0.2195
18	18	-0.2195
18	18	-0.9183
16	16	-0.2423
17	16	0.6877
18	18	-0.4551
18	18	-0.9163
18	18	-0.4807
18	18	-0.4807
18	18	-0.4807
18	18	-0.4807
18	18	-1.1901
18	18	-1.2437
18	18	-1.2437
18	18	-1.2437
18	18	-0.9341
16	34	0.8069
16	16	-0.4265
16	16	-0.9805
18	18	-0.6780
18	99	0.7219
18	18	-0.6464
18	18	-0.9538
18	12	-0.6873
18	18	-0.6780
20	30	-0.7303
20	30	-0.5822
20	30	0.1018
21	21	-0.8530
21	21	-1.0586
21	21	-1.0586
21	21	-1.0717
21	21	-0.5032
21	21	-0.1147
21	21	-0.9257
21	21	1.2159
21	21	-0.1427
21	21	-1.1913
21	21	-0.9646
21	21	-1.0312
21	21	-0.2399
21	21	-0.9646
21	21	-0.9570
21	21	-1.1312
21	21	-0.9570
21	21	0.1589
21	21	-1.1538
21	21	-0.3935
21	21	-1.5608
21	21	-0.8795
21	21	-0.2164
21	21	-0.8978
21	21	-0.9416
21	21	-0.7374
21	21	-0.5928
21	21	1.2573
21	21	-0.9366
21	21	-0.9192
21	21	-0.5923
21	21	-0.9192
21	21	0.4746
21	21	-1.0426
21	21	-0.9314
21	21	-0.8105
21	21	-1.3220
21	21	-0.8864
21	21	-1.0510
21	21	-0.7733
21	21	0.2147
21	21	-1.0695
21	21	-0.9357
21	21	-0.6837
21	21	-1.0704
21	21	-0.3523
21	21	-0.7896
21	21	-0.8727
21	21	-0.1625
21	21	-1.0201
21	21	0.5833
21	21	-0.6453
21	21	-0.6686
21	21	-0.5988
21	21	-0.9511
21	21	-0.9634
21	21	-0.8794
21	21	0.0609
21	21	0.6321
21	21	-0.8261
21	21	-1.2552
21	21	-0.2736
21	21	-0.7425
21	21	-0.9011
21	21	0.6522
21	21	-0.8779
21	21	-0.5196
21	21	-0.8757
21	21	-0.9264
21	21	-0.7653
21	21	-0.7586
21	21	-1.2098
21	21	-0.9952
21	21	-0.9725
21	21	-0.9725
21	21	-0.4511
21	21	0.5190
21	21	-0.7564
21	21	0.5461
21	21	-0.7034
21	21	-1.0511
21	21	0.1755
21	21	-0.3191
21	21	-0.9942
21	21	-0.6641
21	21	-0.8423
21	21	-0.4431
21	21	-0.9186
21	21	-0.9322
21	21	-1.0863
21	21	-1.0890
21	21	-1.0970
21	21	-0.6537
21	21	-0.9950
21	21	-0.8082
21	21	0.8756
21	21	-0.4065
21	21	-1.2835
21	21	-0.8670
21	21	-0.2110
21	21	-0.8035
21	21	-1.0470
21	21	-1.1676
21	21	-0.7214
21	21	-1.7372
21	21	-0.1623
21	21	-0.6802
21	33	-0.8540
21	21	-1.1451
21	21	-0.5359
21	21	-0.4529
21	21	0.3121
21	21	-0.2799
21	21	-1.0128
21	21	-0.1422
21	21	-1.0036
21	21	-0.3639
21	21	-0.5724
21	21	-0.3333
21	16	-0.4557
21	21	-0.9380
21	21	-0.6928
21	21	-1.1285
21	16	-1.1285
21	135	-1.0461
21	136	-1.0461
21	137	-1.0461
21	21	-0.8973
21	21	-0.8973
21	21	-0.8973
21	21	-0.7171
21	21	-0.0424
21	21	-0.7158
21	21	-0.8095
21	21	0.3397
21	22	0.3397
21	21	-0.8734
21	21	-0.5466
21	21	1.3098
21	70	-0.3967
21	66	-0.3967
21	158	-0.9583
21	21	-0.8102
21	21	-1.1090
21	22	-1.1090
21	21	-0.5466
21	21	-0.4925
21	21	-0.8284
21	21	-0.5738
21	21	-0.7032
21	21	-0.8885
21	21	-0.6596
21	21	0.7955
21	21	-1.0876
21	21	-0.7089
21	21	1.3196
21	21	-0.6136
21	21	-0.9632
21	21	-0.8483
21	21	-1.1268
21	21	-0.7322
21	21	-1.2728
21	21	-0.9269
21	21	-1.1502
21	21	-0.7102
21	21	-0.9466
21	21	-0.4695
21	21	-0.7738
21	21	-0.8104
21	21	-0.7398
21	21	0.0707
21	21	-0.8114
21	21	-1.1881
21	21	-1.7015
21	21	-0.6584
21	21	-0.7302
21	21	0.2490
21	21	-0.8399
22	22	-0.5092
22	21	-0.8063
21	21	-0.2803
21	21	-0.7972
21	21	-0.8497
21	21	-0.2803
21	22	-1.0799
21	21	-0.8653
21	21	-0.9722
21	21	-0.7053
21	21	-0.8663
21	21	-0.7053
21	21	-0.7053
21	21	-0.7064
21	21	-0.8305
21	21	-0.4877
21	21	-0.8035
21	21	-0.6902
21	21	0.2386
21	21	-0.3324
21	21	0.4761
21	21	-0.8311
21	21	-0.4356
21	21	-0.5722
21	21	-0.4535
21	21	-0.9580
21	21	-1.3923
21	21	-0.8440
21	21	-0.8844
21	21	-0.8491
21	21	-0.7872
21	21	-0.8890
21	21	0.4925
21	21	-0.8385
21	21	-0.8135
21	21	-0.7609
21	21	-0.6027
21	21	0.7298
21	21	0.6514
21	21	-1.0591
21	21	-1.0555
21	21	-0.3750
21	21	-0.5569
21	21	-0.8375
21	84	-0.6546
21	21	-0.7669
21	21	-0.7120
21	21	-0.8167
21	21	-0.5186
21	21	-0.8244
21	21	-1.0065
21	21	-0.8163
21	21	-0.9425
21	21	-1.5670
21	21	-0.7741
21	21	-0.6157
21	21	-1.3130
21	21	-0.8629
21	21	0.2024
21	21	-0.7414
21	21	-1.3947
21	21	-1.0401
21	21	-0.8913
21	21	-0.9574
21	21	-0.7008
21	135	-0.7545
21	136	-0.7545
21	138	-0.7545
21	137	-0.7545
21	21	-0.7744
21	21	-1.0258
21	21	-0.6020
21	21	-0.1359
21	21	-0.6402
21	21	-0.8175
21	21	-0.4208
21	21	-0.9573
21	21	-0.7470
21	21	-0.7195
21	21	-0.1851
21	21	-0.8034
22	22	-0.9772
21	21	0.7505
21	21	-1.0719
21	21	-1.0238
21	21	-1.2499
21	21	-1.2499
21	21	-0.8015
21	21	0.0987
21	21	0.1587
